"To identify facilitators and barriers to clinical trial implementation in Aboriginal health services .A fundamental enabler was that participants considered the research to be governed and endorsed by the local health service . That the research was perceived to address a health priority for communities was also highly motivating for both providers and patients . Enlisting the support of Aboriginal and Torres Strait Islander staff champions who were visible to the community as the main source of information about the trial was particularly important . The major implementation barrier for staff was balancing their service delivery roles with adherence to often highly demanding trial-related procedures . This was partially alleviated by the research team 's provision of onsite support and attempts to make trial processes more streamlined . Although more intensive support was highly desired , there were usually insufficient resources to provide this .","Despite strong community and health service support , major investments in time and resources are needed to ensure successful implementation and minimal disruption to already overstretched , routine services . Trial budgets will necessarily be inflated as a result . Funding agencies need to consider these additional resource demands when supporting trials of a similar nature ."
"To compare the effect of incomplete caries removal ( ICR ) and indirect pulp capping ( IPC ) with calcium hydroxide ( CH ) or an inert material ( wax ) on color , consistency and contamination of the remaining dentin of primary molars .No cases of yellow dentin were observed after 3 months with CH compared to 33.3 % of the wax cases ( P < 0.05 ) . A statistically significant difference over time was observed only for CH regarding consistency . CH stimulated a dentin hardening process in a statistically higher number of cases than wax ( 86.7 % vs. 33.3 % ; P = 0.008 ) . Contamination changed significantly over time in CH and wax without significant difference between groups . It was concluded that CH and wax arrested the carious process of the remaining carious dentin after indirect pulp capping , but CH showed superior dentin color and consistency after 3 months .",
"In literature there is a general consensus that the use of the mirror improves proprioception . During rehabilitation the mirror is an important instrument to improve stability . In some sports , such as dancing , mirrors are widely used during training . The purpose of this study is to evaluate the effectiveness of the use of a mirror on balance in young dancers . Sixty-four young dancers ( ranging from 9-10 years ) were included in this study . Thirty-two attending lessons with a mirror ( mirror - group ) were compared to 32 young dancers that attended the same lessons without a mirror ( non-mirror group ) . Balance was evaluated by BESS ( Balance Error Scoring System ) , which consists of three stances ( double limb , single limb , and tandem ) on two surfaces ( firm and foam ) . The errors were assessed at each stance and summed to create the two subtotal scores ( firm and foam surface ) and the final total score ( BESS ) . The BESS was performed at recruitment ( T0 ) and after 6months of dance lessons ( T1 ) .The repeated measures ANOVA analysis showed that for the BESS total score there is a difference due to the time ( F = 3.86 ; p < 0.05 ) . No other differences due to the group or to the time of measurement were found ( p > 0.05 ) . The analysis of the multiple regression model showed the influence of the values at T0 for every BESS items and the dominance of limb for stability on an unstable surface standing on one or two legs .","These preliminary results suggest that the use of a mirror in a ballet classroom does not improve balance acquisition of the dancer . On the other hand , improvement found after 6months confirms that at the age of the dancers studied motor skills and balance can easily be trained and improved ."
"Long-term follow-up studies documenting maintenance of treatment effects are fewin adolescent anorexia nervosa ( AN ) . This exploratory study reports relapse from full remission and attainment of remission during a 4-year open follow-up period using a convenience sample of a subgroup of 65 % ( n = 79 ) from an original cohort of 121 participants who completed a randomized clinical trial comparing family-based therapy ( FBT ) and adolescent-focused individual therapy ( AFT ) .Two participants ( 6.1 % ) relapsed ( FBT : n = 1 , 4.5 % ; AFT : n = 1 , 9.1 % ) , on average 1.98 years ( SD = 0.14 years ) after remission was achieved at 1-year follow-up . Ten new participants ( 22.7 % ) achieved remission ( FBT : n = 1 , 5.9 % ; AFT : n = 9 , 33.3 % ) . Mean time to remission for this group was 2.01 years ( SD = 0.82 years ) from 1-year follow-up . There were no differences based on treatment group assignment in either relapse from full remission or new remission during long-term follow-up . Other psychopathology was stable over time .",There were few changes in the clinical presentation of participants who were assessed at long-term follow-up . These data suggest that outcomes are generally stable posttreatment regardless of treatment type once remission is achieved . Clinical trial registration information-Effectiveness of Family-Based Versus Individual Psychotherapy in Treating Adolescents With Anorexia Nervosa ; http://www.clinicaltrials.gov/; NCT00149786 .
"Coronary artery bypass grafting using the radial artery has , since the 1990s , gone through a revival . Observational studies have indicated better long-term patency when using radial arteries . Therefore , radial artery might be preferred especially in younger patients where long time patency is important . During the last 10years different endoscopic techniques to harvest the radial artery have evolved . Endoscopic radial artery harvest only requires a small incision near the wrist in contrast to open harvest , which requires an incision from the elbow to the wrist . However , it is unknown whether the endoscopic technique results in fewer complications or a graft patency comparable to open harvest . When the radial artery has been harvested , there are two ways to use the radial artery as a graft . One way is sewing it onto the aorta and another is sewing it onto the mammary artery . It is unknown which technique is the superior revascularisation technique . ClinicalTrials.gov identifier : NCT01848886.Danish Ethics committee number : H-3-2012-116 . Danish Data Protection Agency : 2007-58-0015 / jr. n :30 -0838 .",
"Knowledge of essential amino acid requirements in infants is important because excessive intake of protein can lead to increased long-term morbidity such as obesity . A deficient intake may lead to suboptimal growth and impaired neurodevelopment . The current recommended branched-chain amino acid requirements in infants aged 0-1 mo are based on the amino acid content of human milk .We quantified the requirements for isoleucine , leucine , and valine for term neonates by using the indicator amino acid oxidation method with [ 1 - ( 13 ) C ] phenylalanine as the indicator .Eighty-three Asian , term neonates ( mean SD birth weight : 3.3 0.4 kg ; gestational age : 39.4 1.3 wk ) were studied at a postnatal age of 13 5 d. Mean requirements for isoleucine , leucine , and valine ( measured in boys only ) were 105 mg kg ( -1 ) d ( -1 ) ( r ( 2 ) = 0.61 , P < 0.001 ) , 140 mg kg ( -1 ) d ( -1 ) ( r ( 2 ) = 0.26 , P < 0.01 ) , and 110 mg kg ( -1 ) d ( -1 ) ( r ( 2 ) = 0.35 , P = 0.001 ) , respectively .","Current human milk-based recommendations for isoleucine and valine in term infants aged 0-1 mo are correct . However , the current recommendation for leucine ( 166 mg kg ( -1 ) d ( -1 ) ) is higher than the mean requirement of 140 mg kg ( -1 ) d ( -1 ) that we determined in this study . This trial was registered at www.trialregister.nl as NTR1610 ."
"We wanted to confirm the benefit of mometasone furoate ( MF ) in preventing acute radiation reactions , as shown in a previous study ( Bostrm et al , Radiother Oncol 2001 ; 59:257 -265 ) .Mean RTOG scores were significantly less for MF than for D ( P = .046 ) . Maximum RTOG and mean erythema scores were significantly less for MF than for D ( P = .018 and P = .012 , respectively ) . The Dermatology Life Quality Index ( DLQI ) score was significantly less for MF than for D at weeks 4 and 5 when corrected for Hospital Anxiety and Depression ( HAD ) questionnaire scores .","MF cream significantly reduces radiation dermatitis when applied to the breast during and after radiation therapy . For the first time , we have shown a significantly beneficial effect on quality of life using a validated instrument ( DLQI ) , for a topical steroid cream . We believe that application of this cream should be the standard of care where radiation dermatitis is expected ."
"To compare the interstage cardiac catheterization hemodynamic and angiographic findings between shunt types for the Pediatric Heart Network Single Ventricle Reconstruction trial . The trial , which randomized subjects to a modified Blalock-Taussig shunt ( MBTS ) or right ventricle-to-pulmonary artery shunt ( RVPAS ) for the Norwood procedure , demonstrated the RVPAS was associated with a smaller pulmonary artery diameter but superior 12-month transplant-free survival .Of 549 randomized subjects , 389 underwent pre-stage II catheterization . A smaller size , lower aortic and superior vena cava saturation , and higher ventricular end-diastolic pressure were associated with worse 12-month transplant-free survival . The MBTS group had a lower coronary perfusion pressure ( 27 vs 32 mm Hg ; P < .001 ) and greater pulmonary blood flow/systemic blood flow ratio ( 1.1 vs 1.0 , P = .009 ) . A greater pulmonary blood flow/systemic blood flow ratio increased the risk of death or transplantation only in the RVPAS group ( P = .01 ) . The MBTS group had fewer shunt ( 14 % vs 28 % , P = .004 ) and severe left pulmonary artery ( 0.7 % vs 9.2 % , P = .003 ) stenoses , larger mid-main branch pulmonary artery diameters , and greater Nakata indexes ( 164 vs 134 , P < .001 ) .","Compared with the RVPAS subjects , the MBTS subjects had more hemodynamic abnormalities related to shunt physiology , and the RVPAS subjects had more shunt or pulmonary obstruction of a severe degree and inferior pulmonary artery growth at pre-stage II catheterization . A lower body surface area , greater ventricular end-diastolic pressure , and lower superior vena cava saturation were associated with worse 12-month transplant-free survival ."
"It has been hypothesized that the development of diabetic polyneuropathy ( DPN ) is due to swelling of the nerve , as well as thickening and stiffening of the surrounding ligaments , causing chronic compression of nerves . We aimed to examine the effect of surgical decompression of the tibial nerve on the mean cross-sectional area ( CSA ) .CSA is significantly larger in patients with painful DPN ( 8.4 3.9 mm ( 2 ) ) than in control subjects ( 6.4 1.3 mm ( 2 ) ) , P = 0.007 . The T/W ratio in patients with painful DPN is 0.64 and in control subjects 0.59 , P = 0.03 . Patients with DPN have a significantly thicker retinaculum ( 1.07 mm ) than control subjects ( 0.84 mm ) , P < 0.001 . Mean follow-up was 28.2 weeks ( range 23-45 ) . Difference between baseline and follow-up in the operated leg was 1.49 mm ( 2 ) and in the control leg 1.81 mm ( 2 ) , P = 0.674 .","Decompression of the tibial nerve does not result in a significant difference between baseline and follow-up in CSA using ultrasound between the operated and control leg . Ultrasound measurements show a significantly increased CSA , a significantly thicker retinaculum , and a significantly increased T/W ratio in patients with painful DPN compared with healthy control subjects . Clinical trial reg . no . NTR2344 , www.trialregister.nl ."
"A community-based randomized trial was conducted in Costa Rica to evaluate the HPV-16 / 18 AS04-adjuvanted vaccine ( NCT00128661 ) . The primary objective was to evaluate efficacy of the vaccine to prevent cervical intraepithelial neoplasia 2 or more severe disease ( CIN2 + ) associated with incident HPV-16 / 18 cervical infections . Secondary objectives were to evaluate efficacy against CIN2 + associated with incident cervical infection by any oncogenic HPVs and to evaluate duration of protection against incident cervical infection with HPV-16 / 18 . Vaccine safety and immunogenicity over the 4-year follow-up were also evaluated . Registered with clinicaltrials.gov : NCT00128661 .Vaccine efficacy was 89.8 % ( 95 % CI : 39.5-99 .5 ; N = 11 events total ) against HPV-16 / 18 associated CIN2 + , 59.9 % ( 95 % CI : 20.7-80 .8 ; N = 39 events total ) against CIN2 + associated with non-HPV-16 / 18 oncogenic HPVs and 61.4 % ( 95 % CI : 29.5-79 .8 ; N = 51 events total ) against CIN2 + irrespective of HPV type . The vaccine had an acceptable safety profile and induced robust and long-lasting antibody responses .",Our findings confirm the high efficacy and immunogenicity of the HPV-16 / 18 vaccine against incident HPV infections and cervical disease associated with HPV-16 / 18 and other oncogenic HPV types . These results will serve as a benchmark to which we can compare future findings from the ongoing extended follow-up of participants in the Costa Rica trial .
"There is a long-held concept among spine surgeons that endoscopic lumbar discectomy procedures are reserved for small-contained disc herniation ; 8-year follow-up has not been reported . The purpose of this study is to assess microendoscopic discectomy ( MED ) in patients with large uncontained lumbar disc herniation ( the antero-posterior diameter of the extruded fragment is 6-12 mm or more on axial cuts of MRI ) and report long-term outcome .At the end of the follow-up , the leg pain relief was statistically significant for both groups . NRS back pain , ODI , PSI and MacNab criteria showed significant deterioration for control group . Secondary outcomes data of MED group were significantly better than the control group .","Large , uncontained , lumbar disc herniations can be sufficiently removed using MED which is an effective alternative to open discectomy procedures with remarkable long-term outcome . Although the neurological outcome of the two procedures is the same , the morbidity of MED is significantly less than open discectomy . Maximum benefit can be gained if we adhere to strict selection criteria . The optimum indication is single - or multi-level radiculopathy secondary to a single-level , large , uncontained , lumbar disc herniation ."
"Heart failure ( HF ) patients suffer from frequent and repeated hospitalizations , causing a substantial economic burden on society . Hospitalizations can be reduced considerably by better compliance with self-care . Home telemonitoring has the potential to boost patients ' compliance with self-care , although the results are still contradictory . Clinicaltrials.gov NCT01759368 ; http://clinicaltrials.gov/show/NCT01759368 ( Archived by WebCite at http://www.webcitation.org/6UFxiCk8Z ) .A randomized controlled trial was conducted in order to study whether the multidisciplinary care of heart failure patients promoted with telemonitoring leads to decreased HF-related hospitalization .Adherence , calculated as a proportion of weekly submitted self-measurements , was close to 90 % . No difference was found in the number of HF-related hospital days ( incidence rate ratio [ IRR ] = 0.812 , P = .351 ) , which was the primary outcome . The intervention group used more health care resources : they paid an increased number of visits to the nurse ( IRR = 1.73 , P < .001 ) , spent more time at the nurse reception ( mean difference of 48.7 minutes , P < .001 ) , and there was a greater number of telephone contacts between the nurse and intervention patients ( IRR = 3.82 , P < .001 for nurse-induced contacts and IRR = 1.63 , P = .049 for patient-induced contacts ) . There were no statistically significant differences in patients ' clinical health status or in their self-care behavior . The technology received excellent feedback from the patient and professional side with a high adherence rate throughout the study .","Home telemonitoring did not reduce the number of patients ' HF-related hospital days and did not improve the patients ' clinical condition . Patients in the telemonitoring group contacted the Cardiology Outpatient Clinic more frequently , and on this way increased the use of health care resources ."
"Probiotics help maintain balance in composition of the gut microbiota , and have been considered as a potential treatment for obesity . This study was conducted in order to assess the effects of probiotics when combined with herbal medicine in treatment of obesity . Probiotics were tested for the ability to modulate gut microbiota , gut permeability , and endotoxin level , which may have correlation with factors involved in obesity .Although both groups showed a significant reduction in weight and waist circumference ( p = 0.000 ) , no significant differences in body composition and metabolic markers were observed . In correlation analysis , change in body composition showed positive correlation with endotoxin level ( r = 0.441 , p < 0.05 for BW ; and r = 0.350 , p < 0.05 for fat mass ) and the population of gut Lactobacillus plantarum ( r = 0.425 , p < 0.05 for BW ; and r = 0.407 , p < 0.05 for BMI ) . The Gram negative bacterial population in gut also exhibited positive correlation with changes in body composition ( WC ) and total cholesterol level ( r = 0.359 , and 0.393 , for the former and later parameters , respectively , p < 0.05 for both ) . While , the profile of gut Bifidobacterium breve population showed negative correlation with endotoxin level ( r = -0.350 , p < 0.05 ) .","Correlations between gut microbiota and change in body composition indicate that probiotics may influence energy metabolism in obesity . Correlation between endotoxin level and weight reduction indicates that probiotics may play an important role in prevention of endotoxin production , which can lead to gut microbiota dysbiosis associated with obesity ."
"The objective of this study is to analyze the effects of a 12-week indoor intermittent training program on lung function , physical capacity , body composition and quality of life in children with asthma .In EG , there was a significant improvement ( p < 0.05 ) in FEV1 , FEV6 , 6MWT , handgrip strength , CMJ and flexibility . Reductions in BMI and fat mass as well as an increase in quality of life were all shown . The dyspnea index decreased significantly and there were no episodes of EIA . There is a significant positive correlation ( p < 0.01 ) between the FEV1 with handgrip strength and 6MWT and a negative correlation with fat mass .","An indoor intermittent training program with these characteristics has improved lung function , physical capacity , body composition and quality of life in children with asthma . These training adaptations are particularly relevant for those patients suffering from asthma as a regular physical exercise routine will greatly improve their quality of life ."
"To observe the efficacy of catgut implantation at back-shu points in treatment of mild perimenopausal depression of kidney , deficiency and liver stagnation syndrome and analyze its essential function on target symptoms .Kupperman score , the total HAMD score and the scores in the items of anxiety/somatization , retardation , sleep disorder and cognitive disorder after treatment were all reduced significantly as compared with those before treatment in the two groups ( P < 0.01 , P < 0.05 ) . In the follow-up period , the difference in Kupperman was not significant in comparison with that after treatment in the catgut implantation : group ( P > 0.05 ) . The total HAMD score and sleep disorder were reduced significantly as compared with those after treatment in the catgut implantation group ( both P < 0.01 ) ; in the acupuncture group , Kupperman score , the total HAMD score and sleep disorder were all increased as compared with those after treatment ( all P < 0.05 ) . In ; the catgut implantation group , the total HAMD score was lower than that in the acupuncture group ( P < 0.05 ) , and the scores in the items of retardation and sleep disorder were reduced significantly as compared with those in the acupuncture group ( both P < 0.01 ) .","The catgut implantation at back-shu points alleviates perimenopasual sympton is in patients of mild perimenopausal depression of kidney deficiency and liver stagnation syndrome . This therapy effectively relieves depressive disorders by regulating the target symptoms such as anxiety / somatization , retardation , sleep disorder and cognitive ' disorder . The long-term efficacy of this therapy is better than the conventional acupuncture ."
"Up to 25 % of patients who undergo a percutaneous coronary intervention show some limitation in the use of drug-eluting stents . The aim of this study was to evaluate if titanium-nitride-oxide-coated stents could be a good alternative to everolimus-eluting stents in diabetic patients .Baseline characteristics were well balanced ; 28.3 % of patients were insulin dependent . At 1 year , the incidence of major adverse cardiac events ( death , nonfatal myocardial infarction , stroke , or repeat target vessel revascularization ) was significantly higher in the titanium group than in the everolimus group ( total , 14.5 % vs 4.4 % ; P = .02 ; noninsulin-dependent subgroup , 9.7 % vs 3.2 % ; P = .14 ; insulin-dependent subgroup , 28.6 % vs 7.1 % ; P = .04 ) . The incidence of death , nonfatal myocardial infarction , stroke , or any revascularization was 16.9 % in the titanium group and 7.8 % in the everolimus group ( P = .06 ) . Target lesion and vessel revascularizations occurred in 8.4 % compared with 3.3 % ( P = .15 ) and in 13.3 % compared with 3.3 % ( P = .01 ) in the titanium and everolimus groups , respectively . Angiographic follow-up at 9 months showed significantly less late lumen loss in the everolimus group ( in-segment , 0.52 [ standard deviation , 0.58 ) mm vs -0.05 [ 0.32 ] mm ; in-stent , 0.76 [ 0.54 ] mm vs 0.13 [ 0.31 ] mm ; P < .0001 ) .",The everolimus-eluting stent is superior to the titanium stent for clinical and angiographic end points in diabetic patients with lesions at moderate risk of restenosis .
"To evaluate the safety of the fixed combination of ibuprofen and famotidine compared with ibuprofen alone from two 24-week , multicenter , double-blind trials designed to evaluate the comparative incidence of endoscopically documented upper gastrointestinal ulcers and a 28-week double-blind extension study .In the pivotal efficacy and safety trials , discontinuation rates due to any cause and dyspepsia were significantly lower for the ibuprofen/famotidine combination versus ibuprofen alone . Other than dyspepsia , gastrointestinal and cardiovascular AEs of special interest were similar . Events judged to be treatment related were significantly lower with the ibuprofen/famotidine combination ( 20.6 % vs. 25 % ) . In the safety extension population , there were no differences in the discontinuation rates and the reporting of AEs or serious AEs ( SAEs ) between the two groups . Gastrointestinal-related events were similar between the groups . Incidence of cardiovascular-related AEs of special interest were 11 % ( ibuprofen/famotidine ) and 2 % ( ibuprofen ) ( p = 0.06 ) , possibly due to a higher number of rheumatoid arthritis patients in the combination group . Of these , 80 % were reports of hypertension ( 8 % ibuprofen/famotidine vs. 2 % ibuprofen ) . Three cases of hypertension in the ibuprofen/famotidine group were considered treatment related . The probability of a cardiovascular event decreased during days 112-167 of treatment and remained low with continued treatment .",One-year safety data from two pivotal trials and a long-term extension study indicate that the ibuprofen/famotidine combination demonstrates a favorable gastrointestinal safety profile and more patients continued on therapy compared to ibuprofen alone . No new safety signals have been identified . These data offer additional evidence supporting a new therapeutic option to improve gastrointestinal safety and adherence for patients who require long-term ibuprofen .
"To compare the effects of volume-controlled ventilation ( VCV ) and pressure-controlled volume-guaranteed ( PCV-VG ) mode during one-lung ventilation ( OLV ) on circulation , pulmonary function and lung injury .HR , MAP , TV , PetCO ( 2 ) , pH and PaCO ( 2 ) in two groups at the time point of 15 minutes after turning to the lateral position , 15 minutes and 60 minutes after OLV , and 15 minutes after the resumption of two lung ventilation showed no significant difference ( P > 0.05 ) . At the point of 15 minutes after turning to the lateral position and 15 minutes after two lung ventilation , Ppeak and Cdyn of two groups were significantly different ( P < 0.05 ) ( Ppeak :16 3 cmH ( 2 ) O , 16 3 cmH ( 2 ) O for VCV group and 14 2 cmH ( 2 ) O , 14 2 cmH ( 2 ) O for PCV-VG group ; Cdyn : 43.5 5.9 ml/cmH ( 2 ) O , 43.8 6.7 ml/cmH2O for VCV group and 49.7 7.1 ml/cmH ( 2 ) O , 53.3 9.6 ml/cmH ( 2 ) O for PCV-VG group ) . Compared with VCV group , PCV-VG group showed a lower Ppeak 15 minutes and 60 minutes after OLV [ ( 17 2 cmH ( 2 ) O ) vs ( 22 4 cmH ( 2 ) O ) and ( 18 4 cmH ( 2 ) O ) vs ( 23 3 cmH ( 2 ) O ) with a higher Cdyn at the same point ( 38.6 6.3 ml/cmH ( 2 ) O ) vs ( 29.6 3.2 ml/cmH ( 2 ) O ) and 37.3 6.0 ml/cmH ( 2 ) O ) vs ( 30.3 3.8 ml/cmH ( 2 ) O ) ] ( P < 0.01 ) . Compared with VCV group,IL-6 and TNF - of PCV-VG group 1 hour after OLV and 1 hour after the end of surgery were significantly lower ( P < 0.01 ) ( IL-6 : 52.32 3.59 vs 62.65 4.17 pg/ml and 63.57 4.98 vs 82.38 4.10 pg/ml ; TNF - : 3.23 0.27 vs 4.19 0.38 pg/ml and 4.01 0.28 vs. 5.49 0.31 pg/ml ) .","During one-lung ventilation in thoracoscopic lobectomy , PCV-VG mode has a competitive advantage over VCV mode in terms of pulmonary function and lung protection ."
"We compared the recovery profile of propofol and sevoflurane when used for maintenance of anesthesia in elective day care operative procedures .There were no significant differences in recovery of early cognitive functions between the two groups , except that patients in the sevoflurane group were more responsive at around 10 min following nitrous oxide switch-off and `` recalled address '' earlier than patients in the propofol group . There was no significant difference in between the two groups with regard to `` home-readiness . ''","Recovery from sevoflurane anesthesia , especially with regard to cognitive functions , may be slightly faster than from propofol , but the difference is not sufficiently significant to affect the time to `` home-readiness '' in patients undergoing day care surgery ."
"Vertigo imposes considerable health restrictions with significant impact on the patient 's quality of life . The most effective antivertigo agent is undetermined thus far .This study was performed to assess whether promethazine has superior vertigo reduction compared with lorazepam in ED patients .Promethazine was associated with significantly more reduction ( 46.5 mm ) in vertigo than lorazepam ( 25.7 mm , p < 0.001 ) . Mean change in nausea score 2 hours after drug injection on the VAS was 28.7 mm for promethazine and 22.8 for lorazepam ( p = 0.002 ) . The most frequently reported AEs were lethargy ( 14.1 % in lorazepam group , 4.3 % in promethazine group , p = 0.013 ) and drowsiness ( 10.8 % for promethazine , 2.1 % for lorazepam , p = 0.017 ) .",Our study demonstrated the evidence that promethazine is superior to lorazepam in management of peripheral vertigo and vertigo-related nausea in ED adults .
"During lower limb lengthening , distraction-induced muscle pain and surrounding joint contractures are frustrating complications for which few effective treatments are available .We evaluated Botulinum Toxin Type A ( BtX-A ) injection in the calf muscles during human tibial distraction osteogenesis . We hypothesized that it may decrease calf pain and increase ROM of the surrounding joints by reducing muscle stiffness .There were no differences in calf pain , knee and ankle ROM , and maximal calf circumferences between the two legs at each time point .","Local injection of 200IU BtX-A at the human calf muscle does not appear to reduce calf pain or help enhance ROM of the knee and ankle during tibial lengthening . However , the small sample size provided sufficient power to detect only relatively large clinical effects ; future , larger trials will be needed to determine whether smaller differences are present ."
"To assess potential of preoperative therapy with local steroid and non-steroid anti-inflammatory drugs ( SAIDs and NSAIDs ) for prolonging the hypotensive effect of trabeculectomy .Postoperative needling was required in 50 % of the controls , 35 % of the NSAIDs and 30 % of the SAIDs patients as well as 20 % the combination-therapy patients . Needling revision had to be performed in 10 % of patients from the control group and 5 % of patients from the NSAIDs group . Patients from the steroid and combination-therapy groups had no need in needling procedure . Further hypotensive therapy was required in 50 % of the control group , 35 % of the NSAIDs group , 25 % of the SAIDs group and 20 % of the combination-therapy group . During the first postoperative year complete success of the treatment was achieved in 50 % of the controls , 65 % of the NSAIDs patients , 75 % of the SAIDs patients , and 80 % of those under combination therapy . Qualified success during the same period was achieved in 100 % of cases .","Preoperative local anti-inflammatory therapy helped to increase the one-year complete success rate after trabeculectomy as compared with the controls . The most significant hypotensive effect was noted in the combination-therapy group ( 80 % ) , less significant -- in the steroid and non-steroid monotherapy groups ( 75 % and 65 % correspondingly ) . A negative correlation was noted between the use of nepafenac and dexamethasone and other measures aimed at increasing the hypotensive effect of glaucoma surgery ."
"Exercise-induced muscle damage has been identified as one of the main causes of the progressive decrease in running and muscular performance found during marathon races .To examine the efficacy of wearing compression stockings to prevent muscle damage and to maintain running performance during a marathon competition .Total race time was not different between the control group and the compression stockings group ( 210 23 and 214 22 minutes , respectively ; P = .58 ) . Between the control group and the compression stockings group , postrace reductions in leg muscle power ( -19.8 % 17.7 % versus -24.8 % 18.4 % , respectively ; P = .37 ) and jump height ( -25.3 % 14.1 % versus -32.5 % . 20.4 % , respectively ; P = .27 ) were similar . At the end of the race , there were no differences between the control group and the compression stockings group in serum myoglobin ( 568 347 ngmL ( -1 ) versus 573 270 ngmL ( -1 ) , respectively ; P = .97 ) and creatine kinase concentration ( 390 166 UL ( -1 ) versus 487 227 UL ( -1 ) , respectively ; P = .16 ) .",The use of compression stockings did not improve running pace and did not prevent exercise-induced muscle damage during the marathon . Wearing compression stockings during long-distance running events is an ineffective strategy to avoid the deleterious effects of muscle damage on running performance .
"The relationships of left ventricular ( LV ) longitudinal and circumferential systolic dysfunction with diastolic performance in hypertensive patients have never been compared .In 532 asymptomatic hypertensive patients , circumferential function was assessed with the use of midwall fractional shortening ( mFS ) and stress-corrected mFS ( SCmFS ) , whereas longitudinal function was assessed with the use of left atrioventricular plane displacement ( AVPD ) and systolic mitral annulus velocity ( s ' ) . Early diastolic annular velocity ( e ' ) and the E/e ' ratio were measured . Global longitudinal and circumferential strain were determined in a subset of 210 patients . e ' was linearly related to all systolic indexes ( AVPD : R = 0.40 ; s ' : R = 0.39 ; mFS : R = 0.16 ; SCmFS : R = 0.17 ; all P < .0001 ) , but the correlations were stronger with longitudinal indexes than with circumferential ones ( P < .0001 ) . E/e ' was nonlinearly related to AVPD ( R = -0.49 ; P < .0001 ) and s ' ( R = -0.34 ; P < .0001 ) and showed no relationship with mFS and SCmFS . Longitudinal indexes were superior to circumferential ones in predicting e ' < 8 cm/s , E/e ' < 8 , and E/e ' 13 . The effect of LV geometry on LV diastolic function was evident among patients with preserved systolic longitudinal function , but was blunted among patients with impaired longitudinal function . In multivariable analyses , only longitudinal indexes remained associated with e ' and E/e ' . Analyses using strains provided similar results .","In asymptomatic hypertensive subjects , LV diastolic performance is independently associated with longitudinal systolic dysfunction , but not with circumferential systolic dysfunction . Subtle longitudinal systolic impairment plays a role in mediating the effect of LV geometry on diastolic performance . These findings may support the need of critically revising the concept of isolated diastolic dysfunction in these patients ."
"Multiple Sclerosis ( MS ) is a chronic and disabling disease resulting in disabilities in young and middle-aged persons . In this study , researchers explored the effect of yoga techniques on physical activities and sexual function among some Iranian women with MS.Researchers found significant statistical difference in physical activity and sexual satisfaction levels among the women in case group ( P = 0.001 ) . Women in case group showed improvement in physical ability while women in control group manifested exacerbated symptoms .",Yoga techniques may improve physical activities and sexual satisfaction function of women with MS.
"To evaluate the safety and efficacy of antiplatelet therapy of ticagrelor on patients suffering from acute ST segment elevation myocardial infarction undergoing primary percutaneous coronary intervention .The differences between the two groups of patients with their baseline data , the features of coronary artery lesions , platelet count before and after 5 days of treatment had no statistical significance ( P > 0.05 ) . ADP induced platelet inhibition rate [ ( 80.210.7 ) % ] after 5 days of treatment in ticagrelor group was significantly higher than that in clopidogrel group [ ( 75.312.1 ) % , P < 0.05 ] . The two groups of patients were followed up for 6 months , 8 cases of major adverse cardiovascular events occurred in clopidogrel group , 2 cases of major adverse cardiovascular events occurred in ticagrelor group , and there was significant difference between the two groups ( P < 0.05 ) . The two groups ( 7 cases of 48 patients in ticagrelor group vs. 3 cases of 48 patients in clopidogrel group ) had no statistically significant difference in bleeding complications ( P > 0.05 ) .",Antiplatelet therapy of ticagrelor on patients suffering from acute ST segment elevation myocardial infarction undergoing emergency PCI has good efficacy and safety .
"To evaluate the image quality , radiation dose and diagnostic accuracy of 80kVp , high-pitch CT pulmonary angiography ( CTPA ) with iterative reconstruction using 20 ml of contrast agent .Mean CT numbers of pulmonary arteries in group B were higher than those in group A ( all P < 0.001 ) . Contrast-to-noise ratio and signal-to-noise ratio of group B were higher than those of group A ( both P < 0.001 ) . There was no significant difference in subjective image quality scores between two groups ( P = 0.807 ) . The interobserver agreement was excellent ( k = 0.836 ) . There was no significant difference in diagnostic accuracy between the two groups ( P > 0.05 ) . Compared with group A , radiation dose of group B was reduced by 50.3 % ( P < 0.001 ) .",High-pitch CTPA at 80 kVp can obtain sufficient image quality in normal-weight individuals with 20 ml of contrast agent and half the radiation dose of a conventional CTPA protocol . CTPA is feasible at 80 kVp using only 20 ml of contrast agent . High-pitch CTPA at 80 kVp has an effective dose under 1 mSv . This CTPA protocol can obtain sufficient image quality in normal-weight individuals .
"Families express a need for guidance in helping their loved ones with anorexia nervosa ( AN ) . Guided self-help interventions can offer support to caregivers .( i ) Caregivers and patients express a need for post-discharge support . ( ii ) Patients identify helpful and unhelpful support strategies , useful for developing future interventions . ( iii ) Patients could identify positive caregiver behaviour changes targeted in intervention . ( iv ) Guided self-help may benefit caregiver and sufferer , post-discharge .",Caregiver interventions can be a useful tool that will improve the cost effectiveness of inpatient treatment by enhancing the well-being of caregivers and patients .
